id_venda;id_pedido;id_produto;id_cliente;id_loja;data_pedido;quantidade;preco_unitario;valor_desconto;custo_frete;status_pedido;metodo_pagamento;nota_fiscal;nome_produto;categoria_produto;subcategoria_produto;preco_custo;preco_venda;peso_kg;fornecedor_id;nome_fornecedor;data_cadastro_produto;em_estoque;nome_cliente;email_cliente;telefone_cliente;data_cadastro_cliente;segmento_cliente;cidade_cliente;estado_cliente;nome_loja;endereco_loja;cidade_loja;estado_loja;regiao_loja;gerente_loja;data_inauguracao;tipo_loja
1144;38;5;29;3;08/09/2023;5.0;620.17;620.17;20.72;Concluído;Cartão de Crédito;NF-31829;Produto 5;Eletrônicos;Tablets;300.43;583.59;48.37;13;Fornecedor 12;01/05/2022;True;Cliente 29;cliente29@email.com;(11) 93177-3299;16/12/2022;Varejo;Belo Horizonte;PE;Loja 3;Endereço da Loja 3;São Paulo;SP;Sudeste;Gerente 3;16/02/2015;Shopping
1145;34;49;5;3;09/03/2023;7.0;381.38;614.02;37.12;Em processamento;Dinheiro;NF-63094;Produto 49;Livros;Técnicos;147.26;358.29;13.36;1;Fornecedor 10;10/08/2023;False;Cliente 5;cliente5@email.com;(11) 91594-2750;06/11/2022;Corporativo;Porto Alegre;PE;Loja 3;Endereço da Loja 3;Belo Horizonte;MG;Nordeste;Gerente 3;18/11/2019;Centro Comercial
1146;185;67;37;4;12/05/2023;3.0;685.51;226.22;9.89;Concluído;Dinheiro;NF-13579;Produto 67;Móveis;Sofás;286.63;625.56;46.23;6;Fornecedor 4;09/03/2023;True;Cliente 37;cliente37@email.com;(11) 92573-6720;06/12/2022;Premium;Belo Horizonte;RS;Loja 4;Endereço da Loja 4;São Paulo;SP;Nordeste;Gerente 4;10/06/2018;Centro Comercial
1147;127;60;32;3;05/07/2023;5.0;164.26;82.13;46.73;Concluído;Cartão de Crédito;NF-83685;Produto 60;Eletrônicos;Áudio;380.58;153.47;33.57;4;Fornecedor 12;23/02/2023;True;Cliente 32;cliente32@email.com;(11) 91995-7865;26/10/2022;Corporativo;São Paulo;RS;Loja 3;Endereço da Loja 3;Belo Horizonte;MG;Sul;Gerente 3;04/12/2020;Shopping
1148;144;8;45;5;17/05/2023;7.0;84.26;94.37;48.5;Concluído;Pix;NF-25526;Produto 8;Livros;Autoajuda;419.18;82.4;14.45;4;Fornecedor 7;04/10/2023;True;Cliente 45;cliente45@email.com;(11) 98945-6673;22/07/2022;Varejo;Recife;PE;Loja 5;Endereço da Loja 5;Belo Horizonte;MG;Sul;Gerente 5;07/08/2019;Centro Comercial
1149;113;48;49;7;31/03/2023;6.0;732.38;219.71;40.97;Concluído;Pix;NF-48735;Produto 48;LIVROS;Autoajuda;498.49;790.38;34.37;10;Fornecedor 9;18/06/2023;True;Cliente 49;cliente49@email.com;(11) 95533-9871;15/05/2022;Premium;Belo Horizonte;RS;Loja 7;Endereço da Loja 7;Porto Alegre;RS;Sul;Gerente 7;02/09/2020;Rua
1150;216;41;30;9;14/04/2023;6.0;352.28;190.23;33.96;Em processamento;Pix;NF-28780;Produto 41;Roupas;Calças;330.71;391.04;32.41;9;Fornecedor 10;06/06/2022;False;Cliente 30;cliente30@email.com;(11) 95921-8253;20/08/2022;Premium;São Paulo;MG;Loja 9;Endereço da Loja 9;São Paulo;SP;Sudeste;Gerente 9;19/05/2015;Centro Comercial
1151;94;89;37;6;09/28/2023;9.0;735.95;1457.18;11.25;Em processamento;Dinheiro;NF-90280;Produto 89;Móveis;Sofás;46.84;791.86;36.33;6;Fornecedor 13;28/09/2023;True;Cliente 37;cliente37@email.com;(11) 94229-2190;04/07/2022;Premium;Recife;RS;Loja 6;Endereço da Loja 6;São Paulo;SP;Sudeste;Gerente 6;10/04/2017;Rua
1152;203;42;43;7;12/06/2023;9.0;749.84;1349.71;34.1;Concluído;Dinheiro;NF-23555;Produto 42;Livros;Ficção;437.5;809.01;33.39;4;Fornecedor 1;19/09/2022;False;Cliente 43;cliente43@email.com;(11) 97589-9833;22/01/2022;Corporativo;São Paulo;MG;Loja 7;Endereço da Loja 7;Rio de Janeiro;RJ;Nordeste;Gerente 7;03/03/2018;Centro Comercial
1153;13;50;5;9;30/06/2023;5.0;756.17;1058.64;25.52;Concluído;Boleto;NF-99702;Produto 50;Alimentos;Bebidas;162.31;830.7;47.88;6;Fornecedor 15;04/04/2022;True;Cliente 5;cliente5@email.com;(11) 99532-3881;24/02/2022;Premium;Rio de Janeiro;MG;Loja 9;Endereço da Loja 9;São Paulo;SP;Nordeste;Gerente 9;16/06/2017;Centro Comercial
1154;56;70;27;8;22/02/2023;2.0;618.76;309.38;21.98;Concluído;Cartão de Crédito;NF-62808;Produto 70;Alimentos;Cereais;291.26;681.47;45.47;13;Fornecedor 8;13/10/2023;True;Cliente 27;cliente27@email.com;(11) 91303-5786;08/07/2022;Corporativo;Rio de Janeiro;RJ;Loja 8;Endereço da Loja 8;Rio de Janeiro;RJ;Sudeste;Gerente 8;07/09/2016;Shopping
1155;168;11;11;4;11/08/2023;5.0;834.09;375.34;10.8;Concluído;Boleto;NF-63206;Produto 11;Eletrônicos;Smartphones;422.71;921.81;3.83;7;Fornecedor 12;17/06/2022;True;Cliente 11;cliente11@email.com;(11) 99043-2362;06/10/2022;Corporativo;São Paulo;RJ;Loja 4;Endereço da Loja 4;São Paulo;SP;Nordeste;Gerente 4;01/12/2017;Centro Comercial
1156;84;93;42;5;08/01/2023;4.0;503.99;141.12;18.61;Em processamento;Boleto;NF-57786;Produto 93;Livros;Ficção;176.56;531.5;34.08;7;Fornecedor 12;26/08/2023;True;Cliente 42;cliente42@email.com;(11) 98742-9283;04/09/2022;Corporativo;Belo Horizonte;RJ;Loja 5;Endereço da Loja 5;São Paulo;SP;Nordeste;Gerente 5;01/01/2019;Rua
1157;217;81;41;3;01/10/2023;6.0;;566.29;10.71;Concluído;Cartão de Crédito;NF-19429;Produto 81;Alimentos;Congelados;86.4;739.64;0.97;13;Fornecedor 6;28/08/2022;False;Cliente 41;cliente41@email.com;(11) 91165-5832;27/03/2022;Varejo;São Paulo;RS;Loja 3;Endereço da Loja 3;Rio de Janeiro;RJ;Nordeste;Gerente 3;27/08/2019;Centro Comercial
1158;113;6;19;10;06/03/2023;2.0;1042.78;312.83;12.23;Em processamento;Cartão de Crédito;NF-73756;Produto 6;Livros;Infantis;279.47;977.85;48.43;7;Fornecedor 8;09/07/2022;True;Cliente 19;cliente19@email.com;(11) 94560-8856;04/04/2022;Varejo;Belo Horizonte;MG;Loja 10;Endereço da Loja 10;Porto Alegre;RS;Nordeste;Gerente 10;20/05/2018;Centro Comercial
1159;218;40;48;3;19/01/2023;6.0;736.57;353.55;13.14;Concluído;Pix;NF-59304;Produto 40;Móveis;Armários;326.23;778.83;32.46;5;Fornecedor 1;11/10/2022;True;Cliente 48;cliente48@email.com;(11) 91992-6647;09/12/2022;Corporativo;Belo Horizonte;MG;Loja 3;Endereço da Loja 3;Recife;PE;Nordeste;Gerente 3;23/11/2017;Centro Comercial
1160;206;87;22;1;13/03/2023;6.0;275.88;231.74;40.17;Concluído;Boleto;NF-63990;Produto 87;Móveis;Camas;91.91;282.12;33.35;6;Fornecedor 10;10/08/2023;True;Cliente 22;cliente22@email.com;(11) 94141-5553;22/08/2022;Corporativo;Recife;MG;Loja 1;Endereço da Loja 1;Rio de Janeiro;RJ;Sudeste;Gerente 1;01/10/2019;Shopping
1161;91;24;30;6;10/09/2023;7.0;326.54;45.72;5.43;Concluído;Cartão de Crédito;NF-64560;Produto 24;Roupas;Calças;164.16;357.9;2.62;14;Fornecedor 5;19/10/2023;False;Cliente 30;cliente30@email.com;(11) 95837-9863;14/01/2022;Premium;Porto Alegre;RS;Loja 6;Endereço da Loja 6;Belo Horizonte;MG;Sul;Gerente 6;13/08/2019;Shopping
1162;113;30;29;9;20/06/2023;6.0;422.38;278.77;28.04;Cancelado;Dinheiro;NF-78096;Produto 30;Eletrônicos;Áudio;354.85;410.57;30.76;15;Fornecedor 1;21/09/2023;True;Cliente 29;cliente29@email.com;(11) 91885-8492;26/06/2022;Varejo;Porto Alegre;RS;Loja 9;Endereço da Loja 9;Belo Horizonte;MG;Sudeste;Gerente 9;27/10/2020;Centro Comercial
1163;165;55;27;1;14/02/2023;9.0;864.69;155.64;39.16;Concluído;Pix;NF-35472;Produto 55;Livros;Autoajuda;438.18;944.52;47.5;2;Fornecedor 1;17/05/2023;False;Cliente 27;cliente27@email.com;(11) 97757-4654;08/01/2022;Corporativo;Rio de Janeiro;SP;Loja 1;Endereço da Loja 1;Recife;PE;Sudeste;Gerente 1;17/05/2018;Shopping
1164;219;99;21;3;09/07/2023;2.0;793.11;460.0;11.55;Concluído;Boleto;NF-63513;Produto 99;Móveis;Cadeiras;184.04;819.52;23.3;10;Fornecedor 9;31/12/2022;True;Cliente 21;cliente21@email.com;(11) 93071-2284;21/12/2022;Varejo;Porto Alegre;MG;Loja 3;Endereço da Loja 3;Belo Horizonte;MG;Nordeste;Gerente 3;26/03/2020;Rua
1165;178;77;11;3;03/08/2023;4.0;644.42;618.64;30.25;Concluído;Cartão de Crédito;NF-77375;Produto 77;Livros;Autoajuda;168.21;634.4;3.12;3;Fornecedor 12;20/02/2023;True;Cliente 11;cliente11@email.com;(11) 97350-8603;07/03/2022;Corporativo;São Paulo;PE;Loja 3;Endereço da Loja 3;São Paulo;SP;Nordeste;Gerente 3;23/11/2020;Shopping
1166;127;26;38;4;04/05/2023;4.0;427.25;307.62;45.61;Concluído;Dinheiro;NF-48941;Produto 26;Móveis;Armários;133.96;407.15;34.27;10;Fornecedor 5;25/03/2022;False;Cliente 38;cliente38@email.com;(11) 98911-9276;11/09/2022;Varejo;Porto Alegre;MG;Loja 4;Endereço da Loja 4;Recife;PE;Sul;Gerente 4;03/07/2015;Shopping
1167;94;77;2;8;09/04/2023;5.0;502.73;50.27;29.98;Concluído;Cartão de Crédito;NF-34714;Produto 77;Móveis;Camas;240.78;485.34;19.71;12;Fornecedor 13;25/05/2022;True;Cliente 2;cliente2@email.com;(11) 91387-6991;17/02/2022;Premium;Belo Horizonte;RS;Loja 8;Endereço da Loja 8;Rio de Janeiro;RJ;Sul;Gerente 8;19/11/2019;Centro Comercial
1168;58;33;5;9;20/12/2023;8.0;50.91;44.8;13.29;Concluído;Cartão de Crédito;NF-98697;Produto 33;Livros;Biografias;66.58;54.51;2.5;2;Fornecedor 7;20/01/2023;True;Cliente 5;cliente5@email.com;(11) 98135-2554;12/05/2022;Varejo;Rio de Janeiro;PE;Loja 9;Endereço da Loja 9;Rio de Janeiro;RJ;Sul;Gerente 9;12/01/2016;Centro Comercial
1169;220;54;10;8;18/12/2023;6.0;231.28;194.28;12.07;Concluído;Boleto;NF-76034;Produto 54;Móveis;Sofás;120.75;234.63;47.07;13;Fornecedor 3;24/06/2022;True;Cliente 10;cliente10@email.com;(11) 94505-4602;20/01/2022;Premium;São Paulo;RS;Loja 8;Endereço da Loja 8;Belo Horizonte;MG;Sudeste;Gerente 8;08/12/2016;Rua
1170;116;67;39;7;15/07/2023;2.0;120.03;14.4;33.43;Em processamento;Boleto;NF-87210;Produto 67;Livros;Ficção;91.59;123.42;40.66;12;Fornecedor 10;18/03/2022;True;Cliente 39;cliente39@email.com;(11) 91237-4772;25/02/2022;Premium;Rio de Janeiro;SP;Loja 7;Endereço da Loja 7;São Paulo;SP;Sudeste;Gerente 7;18/11/2017;Centro Comercial
1171;221;7;35;2;08/10/2023;2.0;162.75;26.04;16.06;Concluído;Pix;NF-56418;Produto 7;Eletrônicos;Smartphones;246.37;176.88;1.19;7;Fornecedor 5;13/05/2023;True;Cliente 35;cliente35@email.com;(11) 92977-2750;02/01/2022;Corporativo;São Paulo;PE;Loja 2;Endereço da Loja 2;Rio de Janeiro;RJ;Sul;Gerente 2;01/06/2015;Shopping
1172;195;53;27;7;19/04/2023;6.0;16.71;15.04;9.44;Concluído;Dinheiro;NF-59689;Produto 53;Alimentos;Carnes;247.67;16.26;43.17;9;Fornecedor 7;22/07/2022;True;Cliente 27;cliente27@email.com;(11) 96178-6104;17/02/2022;Premium;Porto Alegre;PE;Loja 7;Endereço da Loja 7;São Paulo;SP;Sudeste;Gerente 7;06/12/2018;Rua
1173;115;50;34;8;29/09/2023;3.0;283.67;25.53;45.68;Concluído;Pix;NF-91912;Produto 50;Eletrônicos;Notebooks;219.34;290.38;17.44;8;Fornecedor 4;26/04/2022;True;Cliente 34;cliente34@email.com;(11) 98951-7831;02/08/2022;Varejo;São Paulo;SP;Loja 8;Endereço da Loja 8;Porto Alegre;RS;Nordeste;Gerente 8;10/01/2017;Rua
1174;191;44;49;9;04/03/2023;6.0;788.46;141.92;17.7;Em processamento;Cartão de Crédito;NF-29512;Produto 44;Livros;Técnicos;81.61;774.56;3.94;2;Fornecedor 5;20/05/2022;True;Cliente 49;cliente49@email.com;(11) 98832-2255;15/04/2022;Corporativo;Rio de Janeiro;RS;Loja 9;Endereço da Loja 9;Porto Alegre;RS;Sul;Gerente 9;01/03/2016;Centro Comercial
1175;102;99;37;6;08/19/2023;5.0;548.06;0.0;16.95;Em processamento;Pix;NF-99889;Produto 99;Eletrônicos;Smartphones;22.69;531.07;49.08;2;Fornecedor 8;21/09/2023;False;Cliente 37;cliente37@email.com;(11) 93847-2117;07/01/2022;Corporativo;São Paulo;RJ;Loja 6;Endereço da Loja 6;São Paulo;SP;Sul;Gerente 6;13/03/2017;Rua
1176;102;98;11;3;29/11/2023;8.0;;133.2;34.65;Concluído;Cartão de Crédito;NF-37574;Produto 98;Roupas;Vestidos;269.45;229.26;24.14;10;Fornecedor 12;28/03/2023;True;Cliente 11;cliente11@email.com;(11) 97581-5543;12/04/2022;Corporativo;Recife;RJ;Loja 3;Endereço da Loja 3;Rio de Janeiro;RJ;Sul;Gerente 3;25/07/2017;Rua
1177;21;27;45;4;17/05/2023;1.0;954.71;162.3;21.98;Concluído;Boleto;NF-38336;Produto 27;Móveis;Armários;171.36;894.17;12.69;1;Fornecedor 12;06/05/2022;False;Cliente 45;cliente45@email.com;(11) 97642-4258;22/05/2022;Varejo;Porto Alegre;RJ;Loja 4;Endereço da Loja 4;Recife;PE;Nordeste;Gerente 4;22/09/2018;Rua
1178;158;86;30;8;16/03/2023;4.0;688.88;440.88;41.95;Em processamento;Pix;NF-55457;Produto 86;Móveis;Cadeiras;462.42;670.68;1.2;7;Fornecedor 3;21/11/2022;True;Cliente 30;cliente30@email.com;(11) 98034-2096;12/12/2022;Varejo;Recife;SP;Loja 8;Endereço da Loja 8;São Paulo;SP;Nordeste;Gerente 8;31/07/2020;Rua
1179;218;69;47;3;10/02/2023;8.0;772.35;1235.76;27.15;Em processamento;Pix;NF-45934;Produto 69;Eletrônicos;TVs;409.13;801.35;45.55;9;Fornecedor 3;15/01/2023;True;Cliente 47;cliente47@email.com;(11) 95024-7314;11/04/2022;Premium;Porto Alegre;RS;Loja 3;Endereço da Loja 3;Belo Horizonte;MG;Sul;Gerente 3;21/10/2020;Shopping
1180;34;60;27;2;26/01/2023;5.0;406.63;182.98;20.68;Concluído;Boleto;NF-40086;Produto 60;Alimentos;Congelados;337.14;411.61;36.78;1;Fornecedor 6;15/09/2022;True;Cliente 27;cliente27@email.com;(11) 98117-9724;30/11/2022;Varejo;Belo Horizonte;RJ;Loja 2;Endereço da Loja 2;Belo Horizonte;MG;Sudeste;Gerente 2;12/07/2019;Centro Comercial
1181;119;39;38;4;17/07/2023;7.0;638.81;134.15;49.92;Concluído;Boleto;NF-57043;Produto 39;Alimentos;Laticínios;243.73;669.54;23.2;7;Fornecedor 13;01/03/2023;True;Cliente 38;cliente38@email.com;(11) 93407-8543;23/10/2022;Premium;Rio de Janeiro;RJ;Loja 4;Endereço da Loja 4;São Paulo;SP;Sul;Gerente 4;15/08/2020;Centro Comercial
1182;109;23;28;4;19/08/2023;4.0;711.09;540.43;32.74;Concluído;Pix;NF-89430;Produto 23;Alimentos;Laticínios;416.9;739.46;10.67;1;Fornecedor 1;20/10/2022;True;Cliente 28;cliente28@email.com;(11) 97082-9482;09/01/2022;Varejo;Recife;RS;Loja 4;Endereço da Loja 4;Rio de Janeiro;RJ;Sudeste;Gerente 4;28/08/2018;Shopping
1183;8;89;50;7;12/10/2023;5.0;360.5;522.72;5.92;Concluído;Dinheiro;NF-86869;Produto 89;Alimentos;Congelados;249.97;360.42;31.96;4;Fornecedor 15;20/10/2022;False;Cliente 50;cliente50@email.com;(11) 94110-9539;07/03/2022;Corporativo;Recife;RJ;Loja 7;Endereço da Loja 7;Rio de Janeiro;RJ;Nordeste;Gerente 7;07/04/2017;Rua
1184;222;41;40;1;16/05/2023;7.0;290.42;20.33;35.17;Concluído;Dinheiro;NF-23369;Produto 41;Alimentos;Cereais;174.11;292.39;42.26;5;Fornecedor 6;03/06/2022;True;Cliente 40;cliente40@email.com;(11) 93499-2329;28/04/2022;Corporativo;Porto Alegre;MG;Loja 1;Endereço da Loja 1;Recife;PE;Sul;Gerente 1;01/11/2019;Rua
1185;100;25;7;1;01/26/2023;1.0;472.44;85.04;37.95;Em processamento;Cartão de Crédito;NF-18299;Produto 25;Móveis;Cadeiras;455.38;467.46;40.17;11;Fornecedor 12;13/11/2023;True;Cliente 7;cliente7@email.com;(11) 97035-8959;05/05/2022;Varejo;Rio de Janeiro;RS;Loja 1;Endereço da Loja 1;Belo Horizonte;MG;Nordeste;Gerente 1;17/02/2016;Rua
1186;223;87;4;9;06/01/2023;1.0;466.47;93.29;24.13;Concluído;Dinheiro;NF-98678;Produto 87;Roupas;Vestidos;435.8;437.22;13.87;5;Fornecedor 3;29/07/2022;True;Cliente 4;cliente4@email.com;(11) 92994-1834;07/07/2022;Premium;São Paulo;MG;Loja 9;Endereço da Loja 9;Belo Horizonte;MG;Nordeste;Gerente 9;10/02/2019;Rua
1187;93;64;9;1;09/10/2023;8.0;860.69;1308.25;29.78;Em processamento;Cartão de Crédito;NF-69762;Produto 64;Móveis;Mesas;358.4;932.06;7.63;1;Fornecedor 4;11/12/2022;True;Cliente 9;cliente9@email.com;(11) 94324-8163;08/12/2022;Varejo;Porto Alegre;RJ;Loja 1;Endereço da Loja 1;Rio de Janeiro;RJ;Sul;Gerente 1;03/04/2020;Rua
1188;195;6;46;6;17/02/2023;7.0;868.27;668.57;12.51;Concluído;Cartão de Crédito;NF-12717;Produto 6;Móveis;Mesas;30.47;852.05;13.76;1;Fornecedor 11;24/06/2022;False;Cliente 46;cliente46@email.com;(11) 95528-2081;29/12/2022;Corporativo;Rio de Janeiro;SP;Loja 6;Endereço da Loja 6;São Paulo;SP;Sudeste;Gerente 6;14/12/2019;Rua
1189;63;6;44;2;10/11/2023;1.0;714.27;21.43;43.35;Concluído;Boleto;NF-44612;Produto 6;Livros;Infantis;455.81;679.81;25.07;2;Fornecedor 12;09/07/2023;False;Cliente 44;cliente44@email.com;(11) 91515-6871;25/07/2022;Premium;Belo Horizonte;MG;Loja 2;Endereço da Loja 2;Belo Horizonte;MG;Nordeste;Gerente 2;29/06/2018;Shopping
1190;214;94;18;4;23/09/2023;8.0;655.54;891.53;24.91;Cancelado;Dinheiro;NF-60012;Produto 94;Móveis;Cadeiras;37.8;647.92;33.67;8;Fornecedor 6;30/04/2022;True;Cliente 18;cliente18@email.com;(11) 93474-6040;26/11/2022;Premium;Rio de Janeiro;MG;Loja 4;Endereço da Loja 4;Rio de Janeiro;RJ;Sudeste;Gerente 4;17/07/2016;Rua
1191;224;52;5;9;18/11/2023;2.0;753.08;331.36;27.41;Concluído;Dinheiro;NF-98038;Produto 52;MÓVEIS;Cadeiras;388.16;822.34;36.52;7;Fornecedor 3;06/02/2023;True;Cliente 5;cliente5@email.com;(11) 96458-3052;07/11/2022;Corporativo;Recife;RJ;Loja 9;Endereço da Loja 9;Rio de Janeiro;RJ;Sul;Gerente 9;04/08/2015;Rua
1192;225;18;41;4;17/05/2023;4.0;250.06;190.05;16.01;Concluído;Dinheiro;NF-74394;Produto 18;Alimentos;Congelados;381.74;249.32;19.99;11;Fornecedor 14;30/08/2023;True;Cliente 41;cliente41@email.com;(11) 97336-7524;02/01/2022;Corporativo;Belo Horizonte;PE;Loja 4;Endereço da Loja 4;Recife;PE;Sudeste;Gerente 4;27/07/2017;Rua
1193;185;3;48;8;31/08/2023;6.0;511.75;644.8;18.78;Cancelado;Cartão de Crédito;NF-48698;Produto 3;Móveis;Sofás;117.01;496.8;7.94;4;Fornecedor 1;05/10/2023;True;Cliente 48;cliente48@email.com;(11) 92104-5389;23/08/2022;Corporativo;Recife;PE;Loja 8;Endereço da Loja 8;Belo Horizonte;MG;Nordeste;Gerente 8;01/05/2019;Rua
1194;225;60;18;10;23/12/2023;3.0;691.66;103.75;26.2;Em processamento;Cartão de Crédito;NF-91204;Produto 60;Livros;Biografias;175.0;764.0;0.7;14;Fornecedor 12;30/10/2023;True;Cliente 18;cliente18@email.com;(11) 96776-9516;25/02/2022;Premium;São Paulo;RJ;Loja 10;Endereço da Loja 10;Recife;PE;Sul;Gerente 10;19/05/2018;Centro Comercial
1195;58;4;32;5;29/11/2023;3.0;335.16;90.49;47.64;Concluído;Pix;NF-89887;Produto 4;Eletrônicos;Tablets;277.93;342.94;47.47;4;Fornecedor 15;27/12/2022;True;Cliente 32;cliente32@email.com;(11) 99175-8252;04/03/2022;Varejo;Porto Alegre;RJ;Loja 5;Endereço da Loja 5;Belo Horizonte;MG;Sul;Gerente 5;17/07/2017;Centro Comercial
1196;46;50;28;7;07/10/2023;3.0;893.48;321.65;27.58;Concluído;Boleto;NF-75603;Produto 50;Alimentos;Congelados;59.68;915.31;34.37;10;Fornecedor 15;21/09/2022;True;Cliente 28;cliente28@email.com;(11) 94069-8666;18/10/2022;Premium;São Paulo;RS;Loja 7;Endereço da Loja 7;São Paulo;SP;Nordeste;Gerente 7;19/12/2015;Centro Comercial
1197;141;35;8;6;03/12/2023;8.0;18.64;5.96;31.76;Concluído;Dinheiro;NF-69058;Produto 35;Roupas;Camisetas;477.78;19.24;14.3;6;Fornecedor 10;24/04/2023;False;Cliente 8;cliente8@email.com;(11) 92880-9696;20/04/2022;Premium;Recife;SP;Loja 6;Endereço da Loja 6;Recife;PE;Sul;Gerente 6;17/12/2015;Shopping
1198;169;22;45;10;24/11/2023;4.0;624.35;199.79;25.78;Concluído;Cartão de Crédito;NF-43057;Produto 22;Livros;Infantis;240.75;683.81;5.14;13;Fornecedor 13;14/03/2023;True;Cliente 45;cliente45@email.com;(11) 93693-9374;17/12/2022;Corporativo;Belo Horizonte;RS;Loja 10;Endereço da Loja 10;São Paulo;SP;Sul;Gerente 10;02/11/2018;Centro Comercial
1199;194;68;24;6;26/12/2023;4.0;596.83;429.72;21.69;Concluído;Boleto;NF-24658;Produto 68;Eletrônicos;Notebooks;495.88;594.5;47.68;8;Fornecedor 13;02/02/2023;True;Cliente 24;cliente24@email.com;(11) 98606-5132;06/07/2022;Premium;Porto Alegre;PE;Loja 6;Endereço da Loja 6;São Paulo;SP;Sudeste;Gerente 6;23/01/2019;Centro Comercial
1200;212;59;27;10;08/01/2023;8.0;375.63;450.76;20.06;Concluído;Pix;NF-55976;Produto 59;Roupas;Calças;496.18;391.38;33.7;5;Fornecedor 12;16/02/2022;True;Cliente 27;cliente27@email.com;(11) 99184-6686;20/03/2022;Varejo;São Paulo;RS;Loja 10;Endereço da Loja 10;Rio de Janeiro;RJ;Sul;Gerente 10;13/03/2016;Centro Comercial
1201;226;42;30;10;05/12/2023;4.0;;667.68;37.85;Cancelado;Boleto;NF-50544;Produto 42;Móveis;Armários;348.92;838.48;4.78;12;Fornecedor 13;27/01/2023;False;Cliente 30;cliente30@email.com;(11) 92862-2233;23/02/2022;Corporativo;Rio de Janeiro;RJ;Loja 10;Endereço da Loja 10;São Paulo;SP;Nordeste;Gerente 10;05/07/2016;Rua
1202;101;44;25;5;20/04/2023;5.0;121.42;60.71;27.43;Concluído;Cartão de Crédito;NF-69051;Produto 44;Alimentos;Bebidas;305.06;125.12;4.52;8;Fornecedor 10;31/12/2023;True;Cliente 25;cliente25@email.com;(11) 97852-8811;05/09/2022;Premium;Rio de Janeiro;PE;Loja 5;Endereço da Loja 5;Belo Horizonte;MG;Sul;Gerente 5;30/05/2019;Rua
1203;100;11;4;6;09/12/2023;2.0;261.02;73.09;37.7;Concluído;Dinheiro;NF-63213;Produto 11;Roupas;Vestidos;152.99;282.69;13.69;15;Fornecedor 7;16/04/2022;True;Cliente 4;cliente4@email.com;(11) 96648-4320;15/08/2022;Varejo;Recife;SP;Loja 6;Endereço da Loja 6;São Paulo;SP;Nordeste;Gerente 6;23/02/2016;Shopping
1204;38;84;11;8;08/05/2023;4.0;85.38;99.04;24.48;Concluído;Cartão de Crédito;NF-40093;Produto 84;Alimentos;Cereais;196.04;87.37;9.95;15;Fornecedor 8;01/03/2023;True;Cliente 11;cliente11@email.com;(11) 91055-4362;27/10/2022;Premium;São Paulo;RS;Loja 8;Endereço da Loja 8;Belo Horizonte;MG;Sul;Gerente 8;08/01/2015;Centro Comercial
1205;69;94;31;10;11/25/2023;7.0;206.6;130.16;40.74;Concluído;Boleto;NF-10785;Produto 94;Roupas;Calçados;180.68;209.9;25.99;12;Fornecedor 10;01/10/2022;True;Cliente 31;cliente31@email.com;(11) 94112-7432;12/02/2022;Corporativo;Rio de Janeiro;RJ;Loja 10;Endereço da Loja 10;Belo Horizonte;MG;Sul;Gerente 10;06/09/2020;Centro Comercial
1206;20;14;14;2;01/05/2023;2.0;981.51;58.89;15.08;Concluído;Boleto;NF-83741;Produto 14;Roupas;Calças;464.64;982.78;4.85;4;Fornecedor 15;22/02/2022;True;Cliente 14;cliente14@email.com;(11) 91522-3817;09/12/2022;Corporativo;Rio de Janeiro;RS;Loja 2;Endereço da Loja 2;Rio de Janeiro;RJ;Nordeste;Gerente 2;18/03/2016;Centro Comercial
1207;227;67;9;8;05/04/2023;1.0;791.6;7.92;46.68;Cancelado;Pix;NF-88107;Produto 67;Alimentos;Cereais;16.82;755.67;41.87;12;Fornecedor 11;09/05/2022;True;Cliente 9;cliente9@email.com;(11) 94946-5673;26/06/2022;Premium;São Paulo;MG;Loja 8;Endereço da Loja 8;São Paulo;SP;Sudeste;Gerente 8;29/10/2016;Centro Comercial
1208;228;70;15;9;24/08/2023;4.0;118.39;23.68;46.01;Concluído;Cartão de Crédito;NF-51484;Produto 70;Roupas;Jaquetas;296.21;110.54;15.27;2;Fornecedor 3;29/12/2023;True;Cliente 15;cliente15@email.com;(11) 91168-9491;07/09/2022;Corporativo;Rio de Janeiro;RJ;Loja 9;Endereço da Loja 9;Rio de Janeiro;RJ;Sudeste;Gerente 9;22/11/2020;Shopping
1209;64;73;14;7;28/11/2023;7.0;872.71;855.26;9.22;Concluído;Cartão de Crédito;NF-16325;Produto 73;Eletrônicos;Notebooks;355.2;833.18;49.37;3;Fornecedor 9;06/05/2022;True;Cliente 14;cliente14@email.com;(11) 94482-2531;08/04/2022;Premium;Recife;SP;Loja 7;Endereço da Loja 7;Rio de Janeiro;RJ;Sudeste;Gerente 7;13/05/2015;Centro Comercial
1210;145;81;16;9;13/02/2023;4.0;369.51;310.39;11.38;Concluído;Pix;NF-96173;Produto 81;Alimentos;Laticínios;35.54;391.06;46.86;2;Fornecedor 9;02/04/2022;True;Cliente 16;cliente16@email.com;(11) 93749-4102;19/04/2022;Varejo;Recife;PE;Loja 9;Endereço da Loja 9;Porto Alegre;RS;Sul;Gerente 9;22/05/2015;Centro Comercial
